Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,2010-10-22,1345454.0,0,69.86,2.725,2.118.612.937,7.838
1,2010-10-29,1384209.22,0,69.64,2.716,2.119.088.438,7.838
1,2010-11-05,1551659.28,0,58.74,2.689,2.119.563.939,7.838
1,2010-11-12,1494479.49,0,59.61,2.728,212.003.944,7.838
1,2010-11-19,1483784.18,0,51.41,2.771,2.118.896.737,7.838
1,2010-11-26,1955624.11,1,64.52,2.735,2.117.484.333,7.838
1,2010-12-03,1548033.78,0,49.27,2.708,211.607.193,7.838
1,2010-12-10,1682614.26,0,46.33,2.843,2.114.659.526,7.838
1,2010-12-17,1891034.93,0,49.84,2.869,2.114.053.124,7.838
1,2010-12-24,2387950.2,0,52.33,2.886,2.114.051.222,7.838
1,2010-12-31,1367320.01,1,48.43,2.943,2.114.049.321,7.838
1,2011-01-07,1444732.28,0,48.27,2.976,2.114.047.419,7.742
1,2011-01-14,1391013.96,0,35.4,2.983,2.114.574.109,7.742
1,2011-01-21,1327405.42,0,44.04,3.016,2.118.272.343,7.742
1,2011-01-28,1316899.31,0,43.83,3.01,2.121.970.577,7.742
1,2011-02-04,1606629.58,0,42.27,2.989,2.125.668.812,7.742
1,2011-02-11,1649614.93,1,36.39,3.022,2.129.367.046,7.742
1,2011-02-18,1686842.78,0,57.36,3.045,2.132.478.853,7.742
1,2011-02-25,1456800.28,0,62.9,3.065,213.535.609,7.742
1,2011-03-04,1636263.41,0,59.58,3.288,2.138.233.327,7.742
1,2011-03-11,1553191.63,0,53.56,3.459,2.141.110.564,7.742
1,2011-03-18,1576818.06,0,62.76,3.488,2.143.627.114,7.742
1,2011-03-25,1541102.38,0,69.97,3.473,2.145.999.389,7.742
1,2011-04-01,1495064.75,0,59.17,3.524,2.148.371.664,7.682
1,2011-04-08,1614259.35,0,67.84,3.622,2.150.743.939,7.682
1,2011-04-15,1559889.0,0,71.27,3.743,2.152.918.561,7.682
1,2011-04-22,1564819.81,0,72.99,3.807,2.154.599.053,7.682
1,2011-04-29,1455090.69,0,72.03,3.81,2.156.279.544,7.682
1,2011-05-06,1629391.28,0,64.61,3.906,2.157.960.035,7.682
1,2011-05-13,1604775.58,0,75.64,3.899,2.159.640.526,7.682
1,2011-05-20,1428218.27,0,67.63,3.907,2.157.339.202,7.682
1,2011-05-27,1466046.67,0,77.72,3.786,2.155.037.878,7.682
1,2011-06-03,1635078.41,0,83.0,3.699,2.152.736.553,7.682
1,2011-06-10,1588948.32,0,83.13,3.648,2.150.435.229,7.682
1,2011-06-17,1532114.86,0,86.41,3.637,2.149.980.596,7.682
1,2011-06-24,1438830.15,0,83.58,3.594,2.150.910.982,7.682
1,2011-07-01,1488538.09,0,85.55,3.524,2.151.841.368,7.962
1,2011-07-08,1534849.64,0,85.83,3.48,2.152.771.754,7.962
1,2011-07-15,1455119.97,0,88.54,3.575,2.153.611.087,7.962
1,2011-07-22,1396926.82,0,85.77,3.651,2.154.222.784,7.962
1,2011-07-29,1352219.79,0,86.83,3.682,2.154.834.482,7.962
1,2011-08-05,1624383.75,0,91.65,3.684,215.544.618,7.962
1,2011-08-12,1525147.09,0,90.76,3.638,2.156.057.878,7.962
1,2011-08-19,1530761.43,0,89.94,3.554,2.156.693.107,7.962
1,2011-08-26,1464693.46,0,87.96,3.523,2.157.332.258,7.962
1,2011-09-02,1550229.22,0,87.83,3.533,2.157.971.409,7.962
1,2011-09-09,1540471.24,1,76.0,3.546,215.861.056,7.962
1,2011-09-16,1514259.78,0,79.94,3.526,2.160.410.526,7.962
1,2011-09-23,1380020.27,0,75.8,3.467,2.163.758.246,7.962
1,2011-09-30,1394561.83,0,79.69,3.355,2.167.105.965,7.962
1,2011-10-07,1630989.95,0,69.31,3.285,2.170.453.684,7.866
1,2011-10-14,1493525.93,0,71.74,3.274,2.173.552.733,7.866
1,2011-10-21,1502562.78,0,63.71,3.353,2.175.159.762,7.866
1,2011-10-28,1445249.09,0,66.57,3.372,2.176.766.791,7.866
1,2011-11-04,1697229.58,0,54.98,3.332,217.837.382,7.866
1,2011-11-11,1594938.89,0,59.11,3.297,2.179.980.849,7.866
1,2011-11-18,1539483.7,0,62.25,3.308,2.182.205.088,7.866
1,2011-11-25,2033320.66,1,60.14,3.236,2.184.676.211,7.866
1,2011-12-02,1584083.95,0,48.91,3.172,2.187.147.333,7.866
1,2011-12-09,1799682.38,0,43.93,3.158,2.189.618.456,7.866
1,2011-12-16,1881176.67,0,51.63,3.159,2.191.794.533,7.866
1,2011-12-23,2270188.99,0,47.96,3.112,2.193.577.216,7.866
1,2011-12-30,1497462.72,1,44.55,3.129,2.195.359.898,7.866
1,2012-01-06,1550369.92,0,49.01,3.157,2.197.142.581,7.348
1,2012-01-13,1459601.17,0,48.53,3.261,2.198.925.263,7.348
1,2012-01-20,1394393.84,0,54.11,3.268,2.199.856.893,7.348
1,2012-01-27,1319325.59,0,54.26,3.29,2.200.788.523,7.348
1,2012-02-03,1636339.65,0,56.55,3.36,2.201.720.153,7.348
1,2012-02-10,1802477.43,1,48.02,3.409,2.202.651.783,7.348
1,2012-02-17,1819870.0,0,45.32,3.51,2.204.257.586,7.348
1,2012-02-24,1539387.83,0,57.25,3.555,220.636.902,7.348
1,2012-03-02,1688420.76,0,60.96,3.63,2.208.480.454,7.348
1,2012-03-09,1675431.16,0,58.76,3.669,2.210.591.887,7.348
1,2012-03-16,1677472.78,0,64.74,3.734,2.212.118.132,7.348
1,2012-03-23,1511068.07,0,65.93,3.787,2.212.864.126,7.348
1,2012-03-30,1649604.63,0,67.61,3.845,2.213.610.119,7.348
1,2012-04-06,1899676.88,0,70.43,3.891,2.214.356.112,7.143
1,2012-04-13,1621031.7,0,69.07,3.891,2.215.102.105,7.143
1,2012-04-20,1521577.87,0,66.76,3.877,2.215.640.737,7.143
1,2012-04-27,1468928.37,0,67.23,3.814,2.216.179.368,7.143
1,2012-05-04,1684519.99,0,75.55,3.749,2.216.718,7.143
1,2012-05-11,1611096.05,0,73.77,3.688,2.217.256.632,7.143
1,2012-05-18,1595901.87,0,70.33,3.63,221.742.674,7.143
1,2012-05-25,1555444.55,0,77.22,3.561,221.744.944,7.143
1,2012-06-01,1624477.58,0,77.95,3.501,2.217.472.139,7.143
1,2012-06-08,1697230.96,0,78.3,3.452,2.217.494.839,7.143
1,2012-06-15,1630607.0,0,79.35,3.393,2.217.626.421,7.143
1,2012-06-22,1527845.81,0,78.39,3.346,2.218.030.211,7.143
1,2012-06-29,1540421.49,0,84.88,3.286,2.218.434,7.143
1,2012-07-06,1769854.16,0,81.57,3.227,2.218.837.789,6.908
1,2012-07-13,1527014.04,0,77.12,3.256,2.219.241.579,6.908
1,2012-07-20,1497954.76,0,80.42,3.311,2.219.327.267,6.908
1,2012-07-27,1439123.71,0,82.66,3.407,2.219.412.954,6.908
1,2012-08-03,1631135.79,0,86.11,3.417,2.219.498.642,6.908
1,2012-08-10,1592409.97,0,85.05,3.494,2.219.584.329,6.908
1,2012-08-17,1597868.05,0,84.85,3.571,2.220.384.109,6.908
1,2012-08-24,1494122.38,0,77.66,3.62,2.221.719.457,6.908
1,2012-08-31,1582083.4,0,80.49,3.638,2.223.054.805,6.908
1,2012-09-07,1661767.33,1,83.96,3.73,2.224.390.153,6.908
1,2012-09-14,1517428.87,0,74.97,3.717,2.225.820.193,6.908
1,2012-09-21,1506126.06,0,69.87,3.721,2.227.818.386,6.908
1,2012-09-28,1437059.26,0,76.08,3.666,2.229.816.579,6.908
1,2012-10-05,1670785.97,0,68.55,3.617,2.231.814.772,6.573
1,2012-10-12,1573072.81,0,62.99,3.601,2.233.812.965,6.573
1,2012-10-19,1508068.77,0,67.97,3.594,2.234.257.233,6.573
1,2012-10-26,1493659.74,0,69.16,3.506,2.234.442.513,6.573
2,2010-02-05,2136989.46,0,40.19,2.572,2.107.526.053,8.324
2,2010-02-12,2137809.5,1,38.49,2.548,2.108.979.935,8.324
2,2010-02-19,2124451.54,0,39.69,2.514,2.109.451.605,8.324
2,2010-02-26,1865097.27,0,46.1,2.561,2.109.759.573,8.324
2,2010-03-05,1991013.13,0,47.17,2.625,2.110.067.542,8.324
2,2010-03-12,1990483.78,0,57.56,2.667,211.037.551,8.324
2,2010-03-19,1946070.88,0,54.52,2.72,2.108.733.316,8.324
2,2010-03-26,1750197.81,0,51.26,2.732,2.106.766.095,8.324
2,2010-04-02,2066187.72,0,63.27,2.719,2.104.798.874,8.2
2,2010-04-09,1954689.21,0,65.41,2.77,2.102.831.653,8.2
2,2010-04-16,1874957.94,0,68.07,2.808,2.101.495.463,8.2
2,2010-04-23,1821990.93,0,65.11,2.795,2.101.000.648,8.2
2,2010-04-30,1802450.29,0,66.98,2.78,2.100.505.833,8.2
2,2010-05-07,2042581.71,0,71.28,2.835,2.100.011.018,8.2
2,2010-05-14,1880752.36,0,73.31,2.854,2.099.984.585,8.2
2,2010-05-21,1896937.1,0,74.83,2.826,2.102.768.443,8.2
2,2010-05-28,1957113.89,0,81.13,2.759,2.105.552.301,8.2
2,2010-06-04,2102539.93,0,81.81,2.705,210.833.616,8.2
2,2010-06-11,2025538.76,0,83.4,2.668,2.111.120.018,8.2
2,2010-06-18,2001636.96,0,85.81,2.637,2.111.096.543,8.2
2,2010-06-25,1939927.09,0,86.26,2.653,2.109.950.134,8.2
2,2010-07-02,2003940.64,0,82.74,2.669,2.108.803.726,8.099
2,2010-07-09,1880902.62,0,82.59,2.642,2.107.657.317,8.099
2,2010-07-16,1845879.79,0,85.32,2.623,2.107.577.954,8.099
2,2010-07-23,1781717.71,0,87.66,2.608,2.108.921.319,8.099
2,2010-07-30,1804246.16,0,83.49,2.64,2.110.264.684,8.099
2,2010-08-06,1991909.98,0,89.53,2.627,2.111.608.049,8.099
2,2010-08-13,1895601.05,0,89.05,2.692,2.112.951.413,8.099
2,2010-08-20,1964335.23,0,88.7,2.664,2.112.596.586,8.099
2,2010-08-27,1863840.49,0,87.12,2.619,2.112.241.759,8.099
2,2010-09-03,1904608.09,0,81.83,2.577,2.111.886.931,8.099
2,2010-09-10,1839128.83,1,79.09,2.565,2.111.532.104,8.099
2,2010-09-17,1793903.6,0,82.05,2.582,2.111.806.415,8.099
2,2010-09-24,1724557.22,0,81.79,2.624,2.112.552.578,8.099
2,2010-10-01,1827440.43,0,69.24,2.603,2.113.298.742,8.163
2,2010-10-08,1849921.44,0,63.19,2.633,2.114.044.906,8.163
2,2010-10-15,1794355.49,0,65.8,2.72,2.114.713.286,8.163
2,2010-10-22,1737947.64,0,68.5,2.725,2.115.187.208,8.163
2,2010-10-29,1802755.11,0,66.24,2.716,2.115.661.131,8.163
2,2010-11-05,1939061.41,0,57.85,2.689,2.116.135.053,8.163
2,2010-11-12,1916812.74,0,59.69,2.728,2.116.608.975,8.163
2,2010-11-19,1956739.17,0,50.81,2.771,2.115.470.304,8.163
2,2010-11-26,2658725.29,1,62.98,2.735,2.114.062.867,8.163
2,2010-12-03,2015781.27,0,49.33,2.708,211.265.543,8.163
2,2010-12-10,2378726.55,0,45.5,2.843,2.111.247.993,8.163
2,2010-12-17,2609166.75,0,47.55,2.869,2.110.645.458,8.163
2,2010-12-24,3436007.68,0,49.97,2.886,2.110.646.599,8.163
2,2010-12-31,1750434.55,1,47.3,2.943,211.064.774,8.163
2,2011-01-07,1758050.79,0,44.69,2.976,2.110.648.881,8.028
2,2011-01-14,1744193.58,0,33.02,2.983,2.111.176.713,8.028
2,2011-01-21,1751384.9,0,41.4,3.016,2.114.864.691,8.028
2,2011-01-28,1695371.68,0,42.83,3.01,2.118.552.668,8.028
2,2011-02-04,1929346.23,0,38.25,2.989,2.122.240.646,8.028
2,2011-02-11,2168041.61,1,33.19,3.022,2.125.928.624,8.028
2,2011-02-18,2080884.82,0,57.83,3.045,2.129.033.115,8.028
2,2011-02-25,1833511.08,0,60.8,3.065,213.190.421,8.028
2,2011-03-04,1981607.78,0,57.77,3.288,2.134.775.305,8.028
2,2011-03-11,1879107.31,0,52.7,3.459,2.137.646.401,8.028
2,2011-03-18,1902557.66,0,62.32,3.488,2.140.156.238,8.028
2,2011-03-25,1766162.05,0,69.42,3.473,2.142.521.573,8.028
2,2011-04-01,1800171.36,0,55.43,3.524,2.144.886.908,7.931
2,2011-04-08,1847552.61,0,67.0,3.622,2.147.252.242,7.931
2,2011-04-15,1856467.84,0,69.48,3.743,2.149.420.631,7.931
2,2011-04-22,1886339.6,0,69.39,3.807,2.151.096.657,7.931
2,2011-04-29,1745545.28,0,69.21,3.81,2.152.772.683,7.931
2,2011-05-06,1837743.6,0,61.48,3.906,2.154.448.709,7.931
2,2011-05-13,1838513.07,0,74.61,3.899,2.156.124.735,7.931
2,2011-05-20,1688281.86,0,67.14,3.907,2.153.834.778,7.931
2,2011-05-27,1797732.56,0,76.42,3.786,2.151.544.822,7.931
2,2011-06-03,1933756.21,0,83.07,3.699,2.149.254.865,7.931
2,2011-06-10,1929153.16,0,83.4,3.648,2.146.964.908,7.931
2,2011-06-17,1953771.99,0,86.53,3.637,2.146.513.538,7.931
2,2011-06-24,1790925.8,0,85.17,3.594,2.147.441.108,7.931
2,2011-07-01,1866243.0,0,85.69,3.524,2.148.368.678,7.852
2,2011-07-08,1853161.99,0,87.7,3.48,2.149.296.249,7.852
2,2011-07-15,1785187.29,0,89.83,3.575,2.150.134.426,7.852
2,2011-07-22,1743816.41,0,89.34,3.651,2.150.749.122,7.852
2,2011-07-29,1680693.06,0,90.07,3.682,2.151.363.819,7.852
2,2011-08-05,1876704.26,0,93.34,3.684,2.151.978.515,7.852
2,2011-08-12,1812768.26,0,91.58,3.638,2.152.593.211,7.852
2,2011-08-19,1844094.59,0,89.86,3.554,2.153.229.307,7.852
2,2011-08-26,1821139.91,0,90.45,3.523,215.386.897,7.852
2,2011-09-02,1809119.7,0,89.64,3.533,2.154.508.632,7.852
2,2011-09-09,1748000.65,1,77.97,3.546,2.155.148.295,7.852
2,2011-09-16,1691439.52,0,78.85,3.526,2.156.944.378,7.852
2,2011-09-23,1669299.78,0,75.58,3.467,2.160.282.356,7.852
2,2011-09-30,1650394.44,0,78.14,3.355,2.163.620.333,7.852
2,2011-10-07,1837553.43,0,69.92,3.285,2.166.958.311,7.441
2,2011-10-14,1743882.19,0,71.67,3.274,2.170.048.261,7.441
2,2011-10-21,1834680.25,0,64.53,3.353,2.171.650.042,7.441
2,2011-10-28,1769296.25,0,65.87,3.372,2.173.251.824,7.441
2,2011-11-04,1959707.9,0,55.53,3.332,2.174.853.605,7.441
2,2011-11-11,1920725.15,0,59.33,3.297,2.176.455.387,7.441
2,2011-11-18,1902762.5,0,62.01,3.308,2.178.670.218,7.441
2,2011-11-25,2614202.3,1,56.36,3.236,2.181.130.269,7.441
2,2011-12-02,1954952.0,0,48.74,3.172,2.183.590.319,7.441
2,2011-12-09,2290549.32,0,41.76,3.158,218.605.037,7.441
2,2011-12-16,2432736.52,0,50.13,3.159,2.188.217.928,7.441
2,2011-12-23,3224369.8,0,46.66,3.112,2.189.995.495,7.441
2,2011-12-30,1874226.52,1,44.57,3.129,2.191.773.063,7.441
2,2012-01-06,1799520.14,0,46.75,3.157,219.355.063,7.057
2,2012-01-13,1744725.48,0,45.99,3.261,2.195.328.198,7.057
2,2012-01-20,1711769.11,0,51.7,3.268,2.196.258.417,7.057
2,2012-01-27,1660906.14,0,50.5,3.29,2.197.188.636,7.057
2,2012-02-03,1935299.94,0,55.21,3.36,2.198.118.854,7.057
2,2012-02-10,2103322.68,1,46.98,3.409,2.199.049.073,7.057
2,2012-02-17,2196688.46,0,43.82,3.51,2.200.651.993,7.057
2,2012-02-24,1861802.7,0,54.63,3.555,220.275.944,7.057
2,2012-03-02,1952555.66,0,58.79,3.63,2.204.866.886,7.057
2,2012-03-09,1937628.26,0,57.11,3.669,2.206.974.332,7.057
2,2012-03-16,1976082.13,0,63.68,3.734,2.208.498.468,7.057
2,2012-03-23,1790439.16,0,64.01,3.787,2.209.244.858,7.057
2,2012-03-30,1857480.84,0,66.83,3.845,2.209.991.248,7.057
2,2012-04-06,2129035.91,0,68.43,3.891,2.210.737.638,6.891
2,2012-04-13,1935869.1,0,68.08,3.891,2.211.484.028,6.891
2,2012-04-20,1847344.45,0,65.69,3.877,2.212.021.074,6.891
2,2012-04-27,1764133.09,0,67.2,3.814,221.255.812,6.891
2,2012-05-04,1923957.09,0,76.73,3.749,2.213.095.166,6.891
2,2012-05-11,1917520.99,0,73.87,3.688,2.213.632.212,6.891
2,2012-05-18,2000940.67,0,71.27,3.63,221.380.331,6.891
2,2012-05-25,1912791.09,0,78.19,3.561,2.213.828.029,6.891
2,2012-06-01,1910092.37,0,78.38,3.501,2.213.852.748,6.891
2,2012-06-08,2010216.49,0,78.69,3.452,2.213.877.467,6.891
2,2012-06-15,1962924.3,0,80.56,3.393,2.214.009.901,6.891
2,2012-06-22,1887733.21,0,81.04,3.346,2.214.411.622,6.891
2,2012-06-29,1881046.12,0,86.32,3.286,2.214.813.343,6.891
2,2012-07-06,2041507.4,0,84.2,3.227,2.215.215.064,6.565
2,2012-07-13,1830075.13,0,80.17,3.256,2.215.616.784,6.565
2,2012-07-20,1819666.46,0,83.23,3.311,2.215.701.123,6.565
2,2012-07-27,1757923.88,0,86.37,3.407,2.215.785.461,6.565
2,2012-08-03,1946104.64,0,90.22,3.417,2.215.869.799,6.565
2,2012-08-10,1866719.96,0,88.55,3.494,2.215.954.138,6.565
2,2012-08-17,1928016.01,0,84.79,3.571,2.216.751.459,6.565
2,2012-08-24,1876788.15,0,76.91,3.62,2.218.083.518,6.565
2,2012-08-31,1947083.3,0,82.64,3.638,2.219.415.576,6.565
2,2012-09-07,1898777.07,1,87.65,3.73,2.220.747.635,6.565
2,2012-09-14,1814806.63,0,75.88,3.717,2.222.174.395,6.565
2,2012-09-21,1829415.67,0,71.09,3.721,2.224.169.362,6.565
2,2012-09-28,1746470.56,0,79.45,3.666,2.226.164.329,6.565
2,2012-10-05,1998321.04,0,70.27,3.617,2.228.159.296,6.17
2,2012-10-12,1900745.13,0,60.97,3.601,2.230.154.263,6.17
2,2012-10-19,1847990.41,0,68.08,3.594,2.230.598.077,6.17
2,2012-10-26,1834458.35,0,69.79,3.506,2.230.783.366,6.17
3,2010-02-05,461622.22,0,45.71,2.572,2.144.248.812,7.368
3,2010-02-12,420728.96,1,47.93,2.548,2.145.747.916,7.368
3,2010-02-19,421642.19,0,47.07,2.514,2.146.198.868,7.368
3,2010-02-26,407204.86,0,52.05,2.561,2.146.475.127,7.368
3,2010-03-05,415202.04,0,53.04,2.625,2.146.751.386,7.368
3,2010-03-12,384200.69,0,63.08,2.667,2.147.027.646,7.368
3,2010-03-19,375328.59,0,60.42,2.72,2.145.301.219,7.368
3,2010-03-26,359949.27,0,57.06,2.732,2.143.241.011,7.368
3,2010-04-02,423294.4,0,65.56,2.719,2.141.180.803,7.343
3,2010-04-09,415870.28,0,68.0,2.77,2.139.120.595,7.343
3,2010-04-16,354993.26,0,66.98,2.808,2.137.726.889,7.343
3,2010-04-23,339976.65,0,67.87,2.795,2.137.221.852,7.343
3,2010-04-30,361248.39,0,70.24,2.78,2.136.716.815,7.343
3,2010-05-07,399323.86,0,73.47,2.835,2.136.211.778,7.343
3,2010-05-14,384357.94,0,77.18,2.854,2.136.196.139,7.343
3,2010-05-21,343763.17,0,75.81,2.826,2.139.116.886,7.343
3,2010-05-28,350089.23,0,78.6,2.759,2.142.037.634,7.343
3,2010-06-04,396968.8,0,78.53,2.705,2.144.958.382,7.343
3,2010-06-11,355017.09,0,82.1,2.668,214.787.913,7.343
3,2010-06-18,364076.85,0,83.52,2.637,2.147.858.259,7.343
3,2010-06-25,357346.48,0,83.79,2.653,2.146.660.741,7.343
3,2010-07-02,381151.72,0,82.2,2.669,2.145.463.222,7.346
3,2010-07-09,349214.18,0,81.75,2.642,2.144.265.704,7.346
3,2010-07-16,352728.78,0,84.32,2.623,2.144.176.476,7.346
3,2010-07-23,352864.49,0,83.32,2.608,2.145.564.968,7.346
3,2010-07-30,347955.05,0,82.04,2.64,214.695.346,7.346
3,2010-08-06,402635.76,0,85.13,2.627,2.148.341.952,7.346
3,2010-08-13,339597.38,0,86.74,2.692,2.149.730.444,7.346
3,2010-08-20,351728.21,0,88.02,2.664,2.149.314.191,7.346
3,2010-08-27,362134.09,0,86.15,2.619,2.148.897.938,7.346
3,2010-09-03,366473.97,0,84.16,2.577,2.148.481.685,7.346
3,2010-09-10,352260.97,1,80.84,2.565,2.148.065.431,7.346
3,2010-09-17,363064.64,0,82.36,2.582,2.148.322.484,7.346
3,2010-09-24,355626.87,0,76.9,2.624,2.149.084.516,7.346
3,2010-10-01,358784.1,0,73.6,2.603,2.149.846.548,7.564
3,2010-10-08,395107.35,0,66.99,2.633,215.060.858,7.564
3,2010-10-15,345584.39,0,69.71,2.72,2.151.293.114,7.564
3,2010-10-22,348895.98,0,71.64,2.725,21.517.839,7.564
3,2010-10-29,348591.74,0,72.04,2.716,2.152.274.686,7.564
3,2010-11-05,423175.56,0,62.94,2.689,2.152.765.472,7.564
3,2010-11-12,386635.03,0,62.79,2.728,2.153.256.258,7.564
3,2010-11-19,372545.32,0,57.72,2.771,2.152.074.519,7.564
3,2010-11-26,565567.84,1,68.71,2.735,2.150.614.025,7.564
3,2010-12-03,476420.77,0,53.76,2.708,2.149.153.531,7.564
3,2010-12-10,467642.03,0,51.13,2.843,2.147.693.037,7.564
3,2010-12-17,498159.39,0,52.2,2.869,214.704.919,7.564
3,2010-12-24,605990.41,0,57.16,2.886,2.147.017.828,7.564
3,2010-12-31,382677.76,1,53.2,2.943,2.146.986.466,7.564
3,2011-01-07,378241.34,0,53.35,2.976,2.146.955.104,7.551
3,2011-01-14,381061.1,0,44.76,2.983,2.147.470.729,7.551
3,2011-01-21,350876.7,0,50.74,3.016,2.151.268.275,7.551
3,2011-01-28,364866.24,0,48.71,3.01,2.155.065.821,7.551
3,2011-02-04,438516.53,0,45.95,2.989,2.158.863.367,7.551
3,2011-02-11,430526.21,1,43.57,3.022,2.162.660.913,7.551
3,2011-02-18,432782.1,0,61.58,3.045,2.165.843.571,7.551
3,2011-02-25,397211.19,0,67.4,3.065,2.168.780.275,7.551
3,2011-03-04,437084.51,0,65.11,3.288,2.171.716.979,7.551
3,2011-03-11,404753.3,0,61.29,3.459,2.174.653.683,7.551
3,2011-03-18,392109.51,0,69.47,3.488,2.177.235.226,7.551
3,2011-03-25,380683.67,0,72.94,3.473,2.179.674.705,7.551
3,2011-04-01,374556.08,0,68.76,3.524,2.182.114.184,7.574
3,2011-04-08,384075.31,0,72.55,3.622,2.184.553.663,7.574
3,2011-04-15,366250.69,0,75.88,3.743,2.186.788.642,7.574
3,2011-04-22,391860.04,0,76.91,3.807,218.851.237,7.574
3,2011-04-29,367405.4,0,78.69,3.81,2.190.236.099,7.574
3,2011-05-06,413042.12,0,69.45,3.906,2.191.959.827,7.574
3,2011-05-13,386312.68,0,79.87,3.899,2.193.683.556,7.574
3,2011-05-20,364603.13,0,75.79,3.907,219.127.216,7.574
3,2011-05-27,369350.6,0,84.41,3.786,2.188.860.765,7.574
3,2011-06-03,394507.84,0,84.29,3.699,2.186.449.369,7.574
3,2011-06-10,391638.75,0,84.84,3.648,2.184.037.974,7.574
3,2011-06-17,403423.34,0,86.96,3.637,2.183.551.748,7.574
3,2011-06-24,385520.71,0,84.94,3.594,21.845.094,7.574
3,2011-07-01,368962.72,0,85.1,3.524,2.185.467.052,7.567
3,2011-07-08,395146.24,0,85.38,3.48,2.186.424.704,7.567
3,2011-07-15,373454.33,0,87.14,3.575,2.187.275.216,7.567
3,2011-07-22,360617.37,0,86.19,3.651,2.187.857.881,7.567
3,2011-07-29,345381.29,0,88.07,3.682,2.188.440.545,7.567
3,2011-08-05,409981.25,0,88.45,3.684,2.189.023.209,7.567
3,2011-08-12,380376.85,0,88.88,3.638,2.189.605.873,7.567
3,2011-08-19,379716.91,0,88.44,3.554,219.023.271,7.567
3,2011-08-26,366367.55,0,87.67,3.523,2.190.866.908,7.567
3,2011-09-02,375988.69,0,89.12,3.533,2.191.501.106,7.567
3,2011-09-09,377347.49,1,81.72,3.546,2.192.135.305,7.567
3,2011-09-16,375629.51,0,83.63,3.526,2.193.972.867,7.567
3,2011-09-23,365248.94,0,80.19,3.467,2.197.414.914,7.567
3,2011-09-30,368477.93,0,82.58,3.355,220.085.696,7.567
3,2011-10-07,403342.4,0,75.54,3.285,2.204.299.007,7.197
3,2011-10-14,368282.57,0,73.75,3.274,2.207.486.167,7.197
3,2011-10-21,394976.36,0,69.03,3.353,2.209.144.005,7.197
3,2011-10-28,389540.62,0,71.04,3.372,2.210.801.842,7.197
3,2011-11-04,459443.22,0,59.31,3.332,221.245.968,7.197
3,2011-11-11,407764.25,0,61.7,3.297,2.214.117.517,7.197
3,2011-11-18,398838.97,0,63.91,3.308,2.216.432.852,7.197
